,Name,Replacement,Frequency
22039,Doughtry,proper_name_surname,0.0
22040,Doughty,proper_name_surname,0.004
22041,Douglas,proper_name_male,0.367
22042,Douglass,proper_name_male,0.004
22043,Douillet,proper_name_surname,0.0
22044,Douin,proper_name_surname,0.0
22045,Doukas,proper_name_surname,0.0
22046,Doulani,proper_name_surname,0.0
22047,Douma,proper_name_surname,0.0
22048,Doung,proper_name_surname,0.0
22049,Dourado,proper_name_surname,0.0
22050,Dousay,proper_name_surname,0.0
22051,Douse,proper_name_surname,0.001
22052,Doussan,proper_name_surname,0.0
22053,Douthart,proper_name_surname,0.0
22054,Douthett,proper_name_surname,0.0
22055,Douthit,proper_name_surname,0.001
22056,Douthitt,proper_name_surname,0.001
22057,Doutt,proper_name_surname,0.0
22058,Douty,proper_name_surname,0.0
22059,Douvia,proper_name_surname,0.0
22060,Douvier,proper_name_surname,0.0
22061,Douville,proper_name_surname,0.0
22062,Douyette,proper_name_surname,0.0
22063,Douyon,proper_name_surname,0.0
22064,Dovalina,proper_name_surname,0.0
22065,Dove,proper_name_surname,0.006
22066,Dovel,proper_name_surname,0.0
22067,Dovenbarger,proper_name_surname,0.0
22068,Dovenmuehler,proper_name_surname,0.0
22069,Dover,proper_name_surname,0.003
22070,Doverspike,proper_name_surname,0.0
22071,Dovey,proper_name_surname,0.0
22072,Dovie,proper_name_male,0.005
22073,Dow,proper_name_surname,0.007
22074,Doward,proper_name_surname,0.0
22075,Dowd,proper_name_surname,0.005
22076,Dowda,proper_name_surname,0.0
22077,Dowdall,proper_name_surname,0.0
22078,Dowdell,proper_name_surname,0.002
22079,Dowden,proper_name_surname,0.001
22080,Dowding,proper_name_surname,0.0
22081,Dowdle,proper_name_surname,0.001
22082,Dowds,proper_name_surname,0.0
22083,Dowdy,proper_name_surname,0.007
22084,Dowe,proper_name_surname,0.001
22085,Dowell,proper_name_surname,0.005
22086,Dowen,proper_name_surname,0.0
22087,Dower,proper_name_surname,0.0
22088,Dowers,proper_name_surname,0.0
22089,Dowery,proper_name_surname,0.0
22090,Dowey,proper_name_surname,0.0
22091,Dowgiallo,proper_name_surname,0.0
22092,Dowhower,proper_name_surname,0.0
22093,Dowis,proper_name_surname,0.0
22094,Dowker,proper_name_surname,0.0
22095,Dowland,proper_name_surname,0.0
22096,Dowlen,proper_name_surname,0.0
22097,Dowler,proper_name_surname,0.001
22098,Dowless,proper_name_surname,0.0
22099,Dowlin,proper_name_surname,0.0
22100,Dowling,proper_name_surname,0.005
22101,Down,proper_name_surname,0.0
22102,Downard,proper_name_surname,0.001
22103,Downen,proper_name_surname,0.0
22104,Downer,proper_name_surname,0.002
22105,Downes,proper_name_surname,0.002
22106,Downey,proper_name_surname,0.01
22107,Downham,proper_name_surname,0.0
22108,Downhour,proper_name_surname,0.0
22109,Downie,proper_name_surname,0.001
22110,Downin,proper_name_surname,0.0
22111,Downing,proper_name_surname,0.011
22112,Downs,proper_name_surname,0.012
22113,Downton,proper_name_surname,0.0
22114,Downum,proper_name_surname,0.0
22115,Downy,proper_name_surname,0.0
22116,Dowse,proper_name_surname,0.0
22117,Dowsett,proper_name_surname,0.0
22118,Dowson,proper_name_surname,0.0
22119,Dowst,proper_name_surname,0.0
22120,Dowtin,proper_name_surname,0.0
22121,Dowty,proper_name_surname,0.0
22122,Doxbeck,proper_name_surname,0.0
22123,Doxey,proper_name_surname,0.001
22124,Doxie,proper_name_surname,0.0
22125,Doxon,proper_name_surname,0.0
22126,Doxtater,proper_name_surname,0.0
22127,Doxtator,proper_name_surname,0.0
22128,Doyal,proper_name_surname,0.001
22129,Doyan,proper_name_surname,0.0
22130,Doyel,proper_name_surname,0.0
22131,Doyen,proper_name_surname,0.0
22132,Doyer,proper_name_surname,0.0
22133,Doyle,proper_name_surname,0.027
22134,Doyne,proper_name_surname,0.0
22135,Doyon,proper_name_surname,0.002
22136,Doyscher,proper_name_surname,0.0
22137,Dozal,proper_name_surname,0.0
22138,Dozar,proper_name_surname,0.0
22139,Dozer,proper_name_surname,0.0
22140,Dozier,proper_name_surname,0.006
22141,Dozois,proper_name_surname,0.0
22142,Draa,proper_name_surname,0.0
22143,Drabant,proper_name_surname,0.0
22144,Drabek,proper_name_surname,0.0
22145,Drabicki,proper_name_surname,0.0
22146,Drach,proper_name_surname,0.0
22147,Drader,proper_name_surname,0.0
22148,Draeger,proper_name_surname,0.001
22149,Drafall,proper_name_surname,0.0
22150,Draffen,proper_name_surname,0.0
22151,Draffin,proper_name_surname,0.0
22152,Draft,proper_name_surname,0.0
22153,Drafton,proper_name_surname,0.0
22154,Drafts,proper_name_surname,0.0
22155,Dragaj,proper_name_surname,0.0
22156,Dragan,proper_name_surname,0.0
22157,Drage,proper_name_surname,0.0
22158,Drager,proper_name_surname,0.0
22159,Dragg,proper_name_surname,0.0
22160,Draggett,proper_name_surname,0.0
22161,Draggoo,proper_name_surname,0.0
22162,Draghi,proper_name_surname,0.0
22163,Dragich,proper_name_surname,0.0
22164,Dragna,proper_name_surname,0.0
22165,Drago,proper_name_surname,0.001
22166,Dragon,proper_name_surname,0.001
22167,Dragone,proper_name_surname,0.0
22168,Dragoo,proper_name_surname,0.001
22169,Dragos,proper_name_surname,0.0
22170,Dragotta,proper_name_surname,0.0
22171,Dragovich,proper_name_surname,0.0
22172,Dragt,proper_name_surname,0.0
22173,Dragula,proper_name_surname,0.0
22174,Dragun,proper_name_surname,0.0
22175,Draheim,proper_name_surname,0.0
22176,Drahos,proper_name_surname,0.0
22177,Drahota,proper_name_surname,0.0
22178,Draime,proper_name_surname,0.0
22179,Drain,proper_name_surname,0.002
22180,Draine,proper_name_surname,0.0
22181,Drainer,proper_name_surname,0.0
22182,Drainville,proper_name_surname,0.0
22183,Drake,proper_name_surname,0.025
22184,Drakeford,proper_name_surname,0.001
22185,Drakes,proper_name_surname,0.001
22186,Drakos,proper_name_surname,0.0
22187,Drakulic,proper_name_surname,0.0
22188,Draleau,proper_name_surname,0.0
22189,Dralle,proper_name_surname,0.0
22190,Dramis,proper_name_surname,0.0
22191,Drane,proper_name_surname,0.0
22192,Draney,proper_name_surname,0.0
22193,Drape,proper_name_surname,0.0
22194,Drapeau,proper_name_surname,0.001
22195,Drapeaux,proper_name_surname,0.0
22196,Draper,proper_name_surname,0.009
22197,Drapkin,proper_name_surname,0.0
22198,Drappo,proper_name_surname,0.0
22199,Dratch,proper_name_surname,0.0
22200,Drath,proper_name_surname,0.0
22201,Draudt,proper_name_surname,0.0
22202,Draughn,proper_name_surname,0.001
22203,Draughon,proper_name_surname,0.0
22204,Draves,proper_name_surname,0.001
22205,Dravland,proper_name_surname,0.0
22206,Drawbaugh,proper_name_surname,0.0
22207,Drawdy,proper_name_surname,0.0
22208,Drawe,proper_name_surname,0.0
22209,Drawec,proper_name_surname,0.0
22210,Drawhorn,proper_name_surname,0.0
22211,Drawy,proper_name_surname,0.0
22212,Draxler,proper_name_surname,0.0
22213,Dray,proper_name_surname,0.001
22214,Drayer,proper_name_surname,0.0
22215,Drayton,proper_name_surname,0.003
22216,Drda,proper_name_surname,0.0
22217,Dreama,proper_name_male,0.002
22218,Dreben,proper_name_surname,0.0
22219,Drebes,proper_name_surname,0.0
22220,Drechsler,proper_name_surname,0.0
22221,Dreckman,proper_name_surname,0.0
22222,Dredge,proper_name_surname,0.0
22223,Drees,proper_name_surname,0.001
22224,Dreese,proper_name_surname,0.0
22225,Dreesman,proper_name_surname,0.0
22226,Dreessen,proper_name_surname,0.0
22227,Dreger,proper_name_surname,0.0
22228,Dreggs,proper_name_surname,0.0
22229,Dregrich,proper_name_surname,0.0
22230,Dreher,proper_name_surname,0.002
22231,Drehmer,proper_name_surname,0.0
22232,Drehobl,proper_name_surname,0.0
22233,Drehs,proper_name_surname,0.0
22234,Dreibelbis,proper_name_surname,0.0
22235,Dreier,proper_name_surname,0.0
22236,Dreiling,proper_name_surname,0.001
22237,Dreisbach,proper_name_surname,0.0
22238,Dreiss,proper_name_surname,0.0
22239,Dreith,proper_name_surname,0.0
22240,Dreitzler,proper_name_surname,0.0
22241,Drejka,proper_name_surname,0.0
22242,Dreka,proper_name_surname,0.0
22243,Drelick,proper_name_surname,0.0
22244,Drema,proper_name_male,0.002
22245,Drennan,proper_name_surname,0.002
22246,Drennen,proper_name_surname,0.001
22247,Drenner,proper_name_surname,0.0
22248,Drenning,proper_name_surname,0.0
22249,Drennon,proper_name_surname,0.001
22250,Drenon,proper_name_surname,0.0
22251,Drenth,proper_name_surname,0.0
22252,Drentlaw,proper_name_surname,0.0
22253,Dreps,proper_name_surname,0.0
22254,Dresbach,proper_name_surname,0.0
22255,Dresch,proper_name_surname,0.0
22256,Drescher,proper_name_surname,0.0
22257,Dresel,proper_name_surname,0.0
22258,Dresher,proper_name_surname,0.0
22259,Dresner,proper_name_surname,0.0
22260,Dress,proper_name_surname,0.0
22261,Dressel,proper_name_surname,0.0
22262,Dressen,proper_name_surname,0.0
22263,Dresser,proper_name_surname,0.001
22264,Dressler,proper_name_surname,0.002
22265,Dressman,proper_name_surname,0.0
22266,Dretzka,proper_name_surname,0.0
22267,Dreuitt,proper_name_surname,0.0
22268,Drevs,proper_name_surname,0.0
22269,Drew,proper_name_male,0.024
22270,Drewel,proper_name_surname,0.0
22271,Drewer,proper_name_surname,0.0
22272,Drewery,proper_name_surname,0.0
22273,Drewes,proper_name_surname,0.001
22274,Drewett,proper_name_surname,0.0
22275,Drewing,proper_name_surname,0.0
22276,Drewniak,proper_name_surname,0.0
22277,Drewry,proper_name_surname,0.001
22278,Drews,proper_name_surname,0.001
22279,Drewski,proper_name_surname,0.0
22280,Drexel,proper_name_surname,0.0
22281,Drexler,proper_name_surname,0.001
22282,Drey,proper_name_surname,0.0
22283,Dreyer,proper_name_surname,0.002
22284,Dreyfus,proper_name_surname,0.0
22285,Dreyfuss,proper_name_surname,0.0
22286,Driedric,proper_name_surname,0.0
22287,Drier,proper_name_surname,0.0
22288,Driere,proper_name_surname,0.0
22289,Dries,proper_name_surname,0.0
22290,Driesbach,proper_name_surname,0.0
22291,Driesel,proper_name_surname,0.0
22292,Driesenga,proper_name_surname,0.0
22293,Driessen,proper_name_surname,0.0
22294,Driever,proper_name_surname,0.0
22295,Driggars,proper_name_surname,0.0
22296,Driggers,proper_name_surname,0.002
22297,Driggins,proper_name_surname,0.0
22298,Driggs,proper_name_surname,0.001
22299,Drilling,proper_name_surname,0.0
22300,Drillock,proper_name_surname,0.0
22301,Drimmer,proper_name_surname,0.0
22302,Drinen,proper_name_surname,0.0
22303,Drinkall,proper_name_surname,0.0
22304,Drinkard,proper_name_surname,0.001
22305,Drinkley,proper_name_surname,0.0
22306,Drinkwater,proper_name_surname,0.0
22307,Drinkwine,proper_name_surname,0.0
22308,Drinnen,proper_name_surname,0.0
22309,Drinnon,proper_name_surname,0.001
22310,Drinski,proper_name_surname,0.0
22311,Dripps,proper_name_surname,0.0
22312,Driscol,proper_name_surname,0.0
22313,Driscoll,proper_name_surname,0.008
22314,Drisdelle,proper_name_surname,0.0
22315,Drish,proper_name_surname,0.0
22316,Driskell,proper_name_surname,0.002
22317,Driskill,proper_name_surname,0.001
22318,Drisko,proper_name_surname,0.0
22319,Drissel,proper_name_surname,0.0
22320,Drivas,proper_name_surname,0.0
22321,Driver,proper_name_surname,0.006
22322,Drivers,proper_name_surname,0.0
22323,Drizin,proper_name_surname,0.0
22324,Drobny,proper_name_surname,0.0
22325,Drobot,proper_name_surname,0.0
22326,Drock,proper_name_surname,0.0
22327,Droege,proper_name_surname,0.0
22328,Droegmiller,proper_name_surname,0.0
22329,Droesch,proper_name_surname,0.0
22330,Droessler,proper_name_surname,0.0
22331,Droggitis,proper_name_surname,0.0
22332,Drohan,proper_name_surname,0.0
22333,Droke,proper_name_surname,0.0
22334,Drolet,proper_name_surname,0.001
22335,Drollinger,proper_name_surname,0.0
22336,Dromgoole,proper_name_surname,0.0
22337,Drone,proper_name_surname,0.0
22338,Droneburg,proper_name_surname,0.0
22339,Dronen,proper_name_surname,0.0
22340,Drones,proper_name_surname,0.0
22341,Dronet,proper_name_surname,0.0
22342,Droney,proper_name_surname,0.0
22343,Drong,proper_name_surname,0.0
22344,Dronick,proper_name_surname,0.0
22345,Dronko,proper_name_surname,0.0
22346,Drook,proper_name_surname,0.0
22347,Drop,proper_name_surname,0.0
22348,Dropinski,proper_name_surname,0.0
22349,Drorbaugh,proper_name_surname,0.0
22350,Drosick,proper_name_surname,0.0
22351,Droski,proper_name_surname,0.0
22352,Dross,proper_name_surname,0.0
22353,Drossman,proper_name_surname,0.0
22354,Drossos,proper_name_surname,0.0
22355,Drost,proper_name_surname,0.001
22356,Droste,proper_name_surname,0.0
22357,Drott,proper_name_surname,0.0
22358,Droubay,proper_name_surname,0.0
22359,Drought,proper_name_surname,0.0
22360,Drouillard,proper_name_surname,0.0
22361,Drouin,proper_name_surname,0.001
22362,Drouse,proper_name_surname,0.0
22363,Drovin,proper_name_surname,0.0
22364,Drow,proper_name_surname,0.0
22365,Drown,proper_name_surname,0.001
22366,Drowne,proper_name_surname,0.0
22367,Droy,proper_name_surname,0.0
22368,Droz,proper_name_surname,0.0
22369,Drozd,proper_name_surname,0.001
22370,Drozda,proper_name_surname,0.0
22371,Drozdenko,proper_name_surname,0.0
22372,Drozdowicz,proper_name_surname,0.0
22373,Drozdowski,proper_name_surname,0.0
22374,Droze,proper_name_surname,0.0
22375,Dru,proper_name_surname,0.0
22376,Drube,proper_name_surname,0.0
22377,Drucilla,proper_name_male,0.002
22378,Druck,proper_name_surname,0.0
22379,Drucker,proper_name_surname,0.001
22380,Druckhammer,proper_name_surname,0.0
22381,Druckman,proper_name_surname,0.0
22382,Drude,proper_name_surname,0.0
22383,Drue,proper_name_surname,0.0
22384,Druetta,proper_name_surname,0.0
22385,Drugan,proper_name_surname,0.0
22386,Drullard,proper_name_surname,0.0
22387,Drum,proper_name_surname,0.002
22388,Drumbore,proper_name_surname,0.0
22389,Drumgo,proper_name_surname,0.0
22390,Drumgole,proper_name_surname,0.0
22391,Drumgoole,proper_name_surname,0.0
22392,Drumheiser,proper_name_surname,0.0
22393,Drumheller,proper_name_surname,0.001
22394,Drumm,proper_name_surname,0.001
22395,Drummer,proper_name_surname,0.001
22396,Drummey,proper_name_surname,0.0
22397,Drummond,proper_name_surname,0.008
22398,Drummonds,proper_name_surname,0.0
22399,Drumwright,proper_name_surname,0.0
22400,Drungo,proper_name_surname,0.0
22401,Drury,proper_name_surname,0.004
22402,Druschel,proper_name_surname,0.0
22403,Drusilla,proper_name_male,0.002
22404,Drust,proper_name_surname,0.0
22405,Drutman,proper_name_surname,0.0
22406,Druvenga,proper_name_surname,0.0
22407,Dry,proper_name_surname,0.001
22408,Drybread,proper_name_surname,0.0
22409,Dryden,proper_name_surname,0.002
22410,Drye,proper_name_surname,0.001
22411,Dryer,proper_name_surname,0.001
22412,Drylie,proper_name_surname,0.0
22413,Dryman,proper_name_surname,0.0
22414,Drymon,proper_name_surname,0.0
22415,Drysdale,proper_name_surname,0.001
22416,Drzazgowski,proper_name_surname,0.0
22417,Drzewicki,proper_name_surname,0.0
22418,Drzewiecki,proper_name_surname,0.0
22419,Dsaachs,proper_name_surname,0.0
22420,Dsouza,proper_name_surname,0.0
22421,Dspain,proper_name_surname,0.0
22422,Du,proper_name_surname,0.001
22423,Dua,proper_name_surname,0.0
22424,Duane,proper_name_male,0.077
22425,Duarte,proper_name_surname,0.009
22426,Duartes,proper_name_surname,0.0
22427,Dub,proper_name_surname,0.0
22428,Duba,proper_name_surname,0.0
22429,Dubach,proper_name_surname,0.0
22430,Dubaldi,proper_name_surname,0.0
22431,Duball,proper_name_surname,0.0
22432,Duban,proper_name_surname,0.0
22433,Dubard,proper_name_surname,0.0
22434,Dubas,proper_name_surname,0.0
22435,Dubay,proper_name_surname,0.001
22436,Dubberly,proper_name_surname,0.0
22437,Dubbert,proper_name_surname,0.0
22438,Dubbin,proper_name_surname,0.0
22439,Dubbs,proper_name_surname,0.0
22440,Dube,proper_name_surname,0.006
22441,Dubeau,proper_name_surname,0.0
22442,Dubeck,proper_name_surname,0.0
22443,Dubej,proper_name_surname,0.0
22444,Dubel,proper_name_surname,0.0
22445,Duber,proper_name_surname,0.0
22446,Duberry,proper_name_surname,0.0
22447,Duberstein,proper_name_surname,0.0
22448,Dubey,proper_name_surname,0.0
22449,Dubiansky,proper_name_surname,0.0
22450,Dubicki,proper_name_surname,0.0
22451,Dubie,proper_name_surname,0.0
22452,Dubiel,proper_name_surname,0.0
22453,Dubill,proper_name_surname,0.0
22454,Dubin,proper_name_surname,0.001
22455,Dubinsky,proper_name_surname,0.0
22456,Dubis,proper_name_surname,0.0
22457,Dubitsky,proper_name_surname,0.0
22458,Duble,proper_name_surname,0.0
22459,Dubler,proper_name_surname,0.0
22460,Dublin,proper_name_surname,0.001
22461,Dubois,proper_name_surname,0.01
22462,Duboise,proper_name_surname,0.0
22463,Dubon,proper_name_surname,0.0
22464,Dubonnet,proper_name_surname,0.0
22465,Dubord,proper_name_surname,0.0
22466,Dubose,proper_name_surname,0.006
22467,Dubourg,proper_name_surname,0.0
22468,Dubovsky,proper_name_surname,0.0
22469,Dubow,proper_name_surname,0.0
22470,Dubray,proper_name_surname,0.0
22471,Dubre,proper_name_surname,0.0
22472,Dubree,proper_name_surname,0.0
22473,Dubreuil,proper_name_surname,0.001
22474,Dubrey,proper_name_surname,0.0
22475,Dubrock,proper_name_surname,0.0
22476,Dubrow,proper_name_surname,0.0
22477,Dubs,proper_name_surname,0.0
22478,Dubson,proper_name_surname,0.0
22479,Dubuc,proper_name_surname,0.001
22480,Dubuisson,proper_name_surname,0.0
22481,Dubuque,proper_name_surname,0.001
22482,Duby,proper_name_surname,0.001
22483,Dubyk,proper_name_surname,0.0
22484,Duca,proper_name_surname,0.001
22485,Ducan,proper_name_surname,0.001
22486,Ducas,proper_name_surname,0.0
22487,Ducasse,proper_name_surname,0.0
22488,Ducat,proper_name_surname,0.0
22489,Ducatelli,proper_name_surname,0.0
22490,Ducay,proper_name_surname,0.0
22491,Ducayne,proper_name_surname,0.0
22492,Ducceschi,proper_name_surname,0.0
22493,Ducci,proper_name_surname,0.0
22494,Duce,proper_name_surname,0.0
22495,Duceman,proper_name_surname,0.0
22496,Ducey,proper_name_surname,0.0
22497,Duch,proper_name_surname,0.0
22498,Duchaine,proper_name_surname,0.0
22499,Duchane,proper_name_surname,0.0
22500,Ducharme,proper_name_surname,0.002
22501,Duchatellier,proper_name_surname,0.0
22502,Duchemin,proper_name_surname,0.0
22503,Duchene,proper_name_surname,0.001
22504,Duchesne,proper_name_surname,0.001
22505,Duchesneau,proper_name_surname,0.0
22506,Duchesney,proper_name_surname,0.0
22507,Duchnowski,proper_name_surname,0.0
22508,Duchon,proper_name_surname,0.0
22509,Duchow,proper_name_surname,0.0
22510,Duchscherer,proper_name_surname,0.0
22511,Duck,proper_name_surname,0.002
22512,Ducker,proper_name_surname,0.001
22513,Duckett,proper_name_surname,0.003
22514,Duckey,proper_name_surname,0.0
22515,Duckhorn,proper_name_surname,0.0
22516,Ducking,proper_name_surname,0.0
22517,Ducklow,proper_name_surname,0.0
22518,Ducksworth,proper_name_surname,0.001
22519,Duckwall,proper_name_surname,0.0
22520,Duckworth,proper_name_surname,0.005
22521,Duclo,proper_name_surname,0.0
22522,Duclos,proper_name_surname,0.001
22523,Ducos,proper_name_surname,0.0
22524,Ducote,proper_name_surname,0.001
22525,Ducotey,proper_name_surname,0.0
22526,Ducrepin,proper_name_surname,0.0
22527,Duda,proper_name_surname,0.002
22528,Dudack,proper_name_surname,0.0
22529,Dudak,proper_name_surname,0.0
22530,Dudas,proper_name_surname,0.0
22531,Dudash,proper_name_surname,0.001
22532,Dudasik,proper_name_surname,0.0
22533,Dudden,proper_name_surname,0.0
22534,Dudding,proper_name_surname,0.0
22535,Duddy,proper_name_surname,0.0
22536,Dudeck,proper_name_surname,0.0
22537,Dudek,proper_name_surname,0.001
22538,Duden,proper_name_surname,0.0
22539,Dudenbostel,proper_name_surname,0.0
22540,Dudenhoeffer,proper_name_surname,0.0
22541,Duderstadt,proper_name_surname,0.0
22542,Dudgeon,proper_name_surname,0.001
22543,Dudik,proper_name_surname,0.0
22544,Dudleson,proper_name_surname,0.0
22545,Dudley,proper_name_male,0.009
22546,Dudman,proper_name_surname,0.0
22547,Dudney,proper_name_surname,0.0
22548,Dudycha,proper_name_surname,0.0
22549,Dudziak,proper_name_surname,0.0
22550,Dudzic,proper_name_surname,0.0
22551,Dudzik,proper_name_surname,0.0
22552,Dudzinski,proper_name_surname,0.0
22553,Due,proper_name_surname,0.001
22554,Dueber,proper_name_surname,0.0
22555,Dueck,proper_name_surname,0.0
22556,Dueitt,proper_name_surname,0.0
22557,Duel,proper_name_surname,0.0
22558,Duell,proper_name_surname,0.001
22559,Duellman,proper_name_surname,0.0
22560,Duelm,proper_name_surname,0.0
22561,Duemmel,proper_name_surname,0.0
22562,Duenas,proper_name_surname,0.002
22563,Duenes,proper_name_surname,0.0
22564,Duenez,proper_name_surname,0.0
22565,Duenke,proper_name_surname,0.0
22566,Dueno,proper_name_surname,0.0
22567,Duenow,proper_name_surname,0.0
22568,Duensing,proper_name_surname,0.0
22569,Duenwald,proper_name_surname,0.0
22570,Duer,proper_name_surname,0.0
22571,Duerkop,proper_name_surname,0.0
22572,Duerksen,proper_name_surname,0.0
22573,Duerkson,proper_name_surname,0.0
22574,Duerr,proper_name_surname,0.001
22575,Duerson,proper_name_surname,0.0
22576,Duerst,proper_name_surname,0.0
22577,Dues,proper_name_surname,0.0
22578,Duesenberg,proper_name_surname,0.0
22579,Duesing,proper_name_surname,0.0
22580,Duesterback,proper_name_surname,0.0
22581,Duesterhaus,proper_name_surname,0.0
22582,Duet,proper_name_surname,0.001
22583,Duett,proper_name_surname,0.0
22584,Duewall,proper_name_surname,0.0
22585,Duey,proper_name_surname,0.0
22586,Dufauchard,proper_name_surname,0.0
22587,Dufault,proper_name_surname,0.001
22588,Dufek,proper_name_surname,0.0
22589,Dufer,proper_name_surname,0.0
22590,Duff,proper_name_surname,0.006
22591,Duffany,proper_name_surname,0.0
22592,Duffee,proper_name_surname,0.0
22593,Duffek,proper_name_surname,0.0
22594,Duffel,proper_name_surname,0.0
22595,Duffer,proper_name_surname,0.0
22596,Duffett,proper_name_surname,0.0
22597,Duffey,proper_name_surname,0.002
22598,Dufficy,proper_name_surname,0.0
22599,Duffie,proper_name_surname,0.0
22600,Duffield,proper_name_surname,0.001
22601,Duffin,proper_name_surname,0.001
22602,Duffney,proper_name_surname,0.0
22603,Dufford,proper_name_surname,0.0
22604,Duffus,proper_name_surname,0.0
22605,Duffy,proper_name_surname,0.013
22606,Dufilho,proper_name_surname,0.0
22607,Dufner,proper_name_surname,0.0
22608,Duford,proper_name_surname,0.0
22609,Dufort,proper_name_surname,0.0
22610,Dufour,proper_name_surname,0.001
22611,Dufrain,proper_name_surname,0.0
22612,Dufrane,proper_name_surname,0.0
22613,Dufrene,proper_name_surname,0.001
22614,Dufresne,proper_name_surname,0.002
22615,Duft,proper_name_surname,0.0
22616,Dugal,proper_name_surname,0.0
22617,Dugan,proper_name_surname,0.007
22618,Dugar,proper_name_surname,0.0
22619,Dugas,proper_name_surname,0.003
22620,Dugat,proper_name_surname,0.0
22621,Dugay,proper_name_surname,0.0
22622,Dugdale,proper_name_surname,0.0
22623,Duggan,proper_name_surname,0.004
22624,Duggar,proper_name_surname,0.0
22625,Dugger,proper_name_surname,0.004
22626,Duggin,proper_name_surname,0.0
22627,Duggins,proper_name_surname,0.001
22628,Dughi,proper_name_surname,0.0
22629,Dugi,proper_name_surname,0.0
22630,Dugmore,proper_name_surname,0.0
22631,Dugo,proper_name_surname,0.0
22632,Dugre,proper_name_surname,0.0
22633,Duguay,proper_name_surname,0.001
22634,Dugue,proper_name_surname,0.0
22635,Duguette,proper_name_surname,0.0
22636,Duh,proper_name_surname,0.0
22637,Duhaime,proper_name_surname,0.0
22638,Duhamel,proper_name_surname,0.0
22639,Duhan,proper_name_surname,0.0
22640,Duhart,proper_name_surname,0.001
22641,Duhe,proper_name_surname,0.0
22642,Duhl,proper_name_surname,0.0
22643,Duhn,proper_name_surname,0.0
22644,Duhon,proper_name_surname,0.002
22645,Duignan,proper_name_surname,0.0
22646,Duin,proper_name_surname,0.0
22647,Duis,proper_name_surname,0.0
22648,Duitch,proper_name_surname,0.0
22649,Duitscher,proper_name_surname,0.0
22650,Duk,proper_name_surname,0.0
22651,Duka,proper_name_surname,0.0
22652,Dukart,proper_name_surname,0.0
22653,Dukas,proper_name_surname,0.0
22654,Duke,proper_name_surname,0.014
22655,Dukelow,proper_name_surname,0.0
22656,Dukeman,proper_name_surname,0.0
22657,Duker,proper_name_surname,0.0
22658,Dukes,proper_name_surname,0.009
22659,Dukeshier,proper_name_surname,0.0
22660,Dukeshire,proper_name_surname,0.0
22661,Dukett,proper_name_surname,0.0
22662,Dukette,proper_name_surname,0.0
22663,Dukhovny,proper_name_surname,0.0
22664,Dukich,proper_name_surname,0.0
22665,Dul,proper_name_surname,0.0
22666,Dula,proper_name_surname,0.0
22667,Dulac,proper_name_surname,0.001
22668,Dulak,proper_name_surname,0.0
22669,Dulan,proper_name_surname,0.0
22670,Dulaney,proper_name_surname,0.002
22671,Dulany,proper_name_surname,0.0
22672,Dular,proper_name_surname,0.0
22673,Dulatre,proper_name_surname,0.0
22674,Dulay,proper_name_surname,0.0
22675,Dulberg,proper_name_surname,0.0
22676,Dulce,proper_name_male,0.005
22677,Dulcie,proper_name_male,0.001
22678,Duldulao,proper_name_surname,0.0
22679,Dulek,proper_name_surname,0.0
22680,Dulemba,proper_name_surname,0.0
22681,Duley,proper_name_surname,0.001
22682,Duliba,proper_name_surname,0.0
22683,Dulin,proper_name_surname,0.001
22684,Duling,proper_name_surname,0.0
22685,Dulkis,proper_name_surname,0.0
22686,Dull,proper_name_surname,0.001
22687,Dulle,proper_name_surname,0.0
22688,Dullea,proper_name_surname,0.0
22689,Dullen,proper_name_surname,0.0
22690,Dullum,proper_name_surname,0.0
22691,Dulmage,proper_name_surname,0.0
22692,Dulong,proper_name_surname,0.0
22693,Dulude,proper_name_surname,0.0
22694,Duma,proper_name_surname,0.0
22695,Dumag,proper_name_surname,0.0
22696,Dumaine,proper_name_surname,0.0
22697,Dumais,proper_name_surname,0.001
22698,Duman,proper_name_surname,0.0
22699,Dumar,proper_name_surname,0.0
22700,Dumars,proper_name_surname,0.0
22701,Dumas,proper_name_surname,0.008
22702,Dumay,proper_name_surname,0.0
22703,Dumbar,proper_name_surname,0.0
22704,Dumbleton,proper_name_surname,0.0
22705,Dumdei,proper_name_surname,0.0
22706,Dume,proper_name_surname,0.0
22707,Dumeny,proper_name_surname,0.0
22708,Dumes,proper_name_surname,0.0
22709,Dumesnil,proper_name_surname,0.0
22710,Dumez,proper_name_surname,0.0
22711,Dumire,proper_name_surname,0.0
22712,Dumke,proper_name_surname,0.0
22713,Dumlao,proper_name_surname,0.0
22714,Dumler,proper_name_surname,0.0
22715,Dumm,proper_name_surname,0.0
22716,Dummer,proper_name_surname,0.001
22717,Dummermuth,proper_name_surname,0.0
22718,Dummett,proper_name_surname,0.0
22719,Dummitt,proper_name_surname,0.0
22720,Dumond,proper_name_surname,0.001
22721,Dumont,proper_name_surname,0.003
22722,Dumouchel,proper_name_surname,0.0
22723,Dumoulin,proper_name_surname,0.0
22724,Dumpe,proper_name_surname,0.0
22725,Dumpert,proper_name_surname,0.0
22726,Dumphy,proper_name_surname,0.0
22727,Dumpson,proper_name_surname,0.0
22728,Dun,proper_name_surname,0.0
22729,Dunagan,proper_name_surname,0.002
22730,Dunagin,proper_name_surname,0.0
